uid,dialogue_id,utt_idx,target_utterance,gold_intent,gold_bitmask,pred_intents,pred_bitmask,raw_response
553-2_utt1_intention,553-2,1,"agent_1: Lol, at least it sounds like you've got an expert with you. My husband is really gung-ho but he tends to fly by the edge of his seat when it comes to stuff like planning. He's says he wants to travel light and that he got these water filter straws so that we could drink lake water but I'm super sketched out... I don't want us getting something like schistosomiasis. And I want to make sure everyone stays hydrated with all of the hiking they want to do","Build-Rapport,Describe-Need","[1, 0, 1, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
553-2_utt2_intention,553-2,2,"agent_2: I get that. I'm going to risk it with the lake water because I'd personally love to have enough food to last 3 weeks (which I'm a little worried about as it is), so I can definitely help you out with the water.","Describe-Need,No-Need,Promote-Coordination","[0, 0, 1, 0, 0, 1, 1, 0, 0]","['Show-Empathy', 'Promote-Coordination']","[0, 0, 0, 0, 0, 0, 1, 1, 0]","{""intents"":[""Show-Empathy"",""Promote-Coordination""]}"
553-3_utt1_intention,553-3,1,agent_1: thanks! where do you plan on camping? I know popular places are worried about spreading Covid and a lot of offices that give out camping permits are closed.,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
553-3_utt2_intention,553-3,2,"agent_2: We're going to check out Acadia National Park. I'm not totally sure on the details, I'm letting my boyfriend plan and I'm just handling the packing haha",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
553-4_utt1_intention,553-4,1,"agent_1: Lol, that's totally understandable. Are you planning to make any campfires?","Build-Rapport,Discover-Preference","[1, 0, 0, 1, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
553-4_utt2_intention,553-4,2,"agent_2: Some, but I'm not too worried about my firewood stock. I'm pretty sure there's a decent amount of wood out there in the park.",No-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
554-0_utt1_intention,554-0,1,"agent_1: Hello.  I hope you are well.  I would like to have all of the water, 2 of the firewood and 1 of the food.  ",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
554-0_utt2_intention,554-0,2,"agent_2: Hello.  I'm actually not doing too well.  There have been a few problems and I will need some of the extra packages.  I'll need two of the waters, 2 of the firewood and 2 of the food.",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
554-1_utt1_intention,554-1,1,"agent_1: I'm sorry to hear that you are not doing well.  I've also have some issues.  On the way up to the camp site, all of my clean water spilled in the car.  I was really hoping to be able to get all of the available water.  Why aren't you well?  I hope it's not serious.  ☹️","Describe-Need,Show-Empathy","[0, 0, 1, 0, 0, 0, 0, 1, 0]","['Show-Empathy', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need""]}"
554-1_utt2_intention,554-1,2,"agent_2: Oh, that's terrible.  I'm sorry that happened.  I need the water for my child.  They seem dehydrated and disoriented.  My husband has also caught a cold and has been having chills.  I thought the extra firewood would help him feel better.","Describe-Need,Show-Empathy","[0, 0, 1, 0, 0, 0, 0, 1, 0]","['Show-Empathy', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need""]}"
554-2_utt1_intention,554-2,1,"agent_1: Oh my gosh.  You are not having an easy trip.  If your children are dehydrated and disoriented, perhaps you should get them to emergency care immediately.  I would like to provide you will all of the water in the meantime, but that would leave me with none at all.  I wouldn't have your husband out of the tent with chills.  Perhaps you should keep him bundled in your cabin.  I forgot my portable propane grill - so I would need some firewood.  How about I take 2 waters, 1 firewood and all of the food?","Show-Empathy,Undermine-Requirements","[0, 0, 0, 0, 0, 0, 0, 1, 1]","['Build-Rapport', 'Show-Empathy', 'Describe-Need', 'Promote-Coordination']","[1, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy"",""Describe-Need"",""Promote-Coordination""]}"
554-2_utt2_intention,554-2,2,"agent_2: Oh dear, you spilled your water and forgot your grill?  You mentioned that you had a car.  Perhaps you could take a quick drive to grab some extra water.  For now, I definitely agree that you need 1 extra water and 1 firewood.  I will need 2 of the extra food portions though.  How does that sound? ",Undermine-Requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
554-3_utt1_intention,554-3,1,"agent_1: Wish it was an easy car ride.  We're miles and miles from a store and it's getting dark.  I don't do well driving in the dark.  I think we might be getting close to agreement.  As I understand it:  you would get 1 water, 2 firewood and 2 food portions?  Is that correct?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
554-3_utt2_intention,554-3,2,"agent_2: Actually, I suggested that you would get 1 water, 1 firewood and 1 food portion.  I can compromise with you though.  I would like 2 water portions, 1 firewood and 1 food.",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
554-4_utt1_intention,554-4,1,"agent_1: Since I arrived with no water at all, I would definitely need at least 2 waters.  I'm afraid I don't have a lot of ""wiggle room"" with that.  I'm open for the other supplies.  Ideally, I would like to have 2 waters, 1 firewood and 1 food portion.",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
554-4_utt2_intention,554-4,2,"agent_2: If that's the case, I would like 1 water, 3 firewood and 3 food portions.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
554-5_utt1_intention,554-5,1,"agent_1: Would you be open to me having 2 waters, and 1 food portion?  While trying to get together some wood to start a fire, I came across a stray pup.  He seems very friendly - so I'm thinking he must have gotten separated from his family.  He's very hungry though - an extra food portion would be a great help.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
554-5_utt2_intention,554-5,2,agent_2: Deal,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
554-6_utt1_intention,554-6,1,agent_1: Wonderful!  I'll submit our deal now.  It was nice working with you.  All the best to you and your family - take care of them!  😮,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
555-0_utt1_intention,555-0,1,agent_2: I would like to take at least two of the food items because I get sick easily and faint if I do not have enough food. You can have two of the waters but I would like one. ,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
555-0_utt2_intention,555-0,2,agent_1: yes i could take two of the foods because i i leave some of mine. thank you,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
555-1_utt1_intention,555-1,1,agent_2: how much firewood do you need and why?,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
555-1_utt2_intention,555-1,2,agent_1: You can take two firewood an i can get one. I really don't need much. of that. are you okay with that?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
555-2_utt1_intention,555-2,1,agent_2: I am okay with that 🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
555-2_utt2_intention,555-2,2,agent_1: okay an for as the water two for me an 2 for you right? are you sure?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
555-3_utt1_intention,555-3,1,"agent_2: Yes, as long as I can get two of the food. ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
555-3_utt2_intention,555-3,2,agent_1: yes i'm okay with you getting two food packages and me one. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
555-4_utt1_intention,555-4,1,"agent_2: Okay, repeat the full deal to me so I can make sure we are on the same page.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
555-4_utt2_intention,555-4,2,agent_1: okay so you get 2 food packages an i get 1. I get 2 waters and you get 1. Firewood you get 2 and i get 1. That correct right?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
555-5_utt1_intention,555-5,1,agent_2: Yes that is great with me 🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
555-5_utt2_intention,555-5,2,agent_1: so we have a deal?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
556-0_utt1_intention,556-0,1,"agent_1: Hi, how are you today",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
556-0_utt2_intention,556-0,2,agent_2: Super.  So happy I can fly.,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
556-1_utt1_intention,556-1,1,agent_1: Thats great. Do you have any extra firewood you could trade by any chance?,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
556-1_utt2_intention,556-1,2,"agent_2: Sure, I want to make sure I have one firewood at a minimum. ",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
556-2_utt1_intention,556-2,1,agent_1: What would you want in return?,"Discover-Preference,Promote-Coordination","[0, 0, 0, 1, 0, 0, 1, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
556-2_utt2_intention,556-2,2,agent_2: I like to eat.  I think extra food is good.  Are you willing to let me have all three food packs? 🙂,"Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
556-3_utt1_intention,556-3,1,"agent_1: I would want to keep at least one packet of food for myself, unless you want to just swap 3 firewoods for 3 packets of food, to keep it simple?",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
556-3_utt2_intention,556-3,2,agent_2: I like your plan.  It is simple. I will agree to that.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
556-4_utt1_intention,556-4,1,"agent_1: So all that is left is water, i guess i should atleast drink alot of it if i wont eat much haha 🙂",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
556-4_utt2_intention,556-4,2,"agent_2: For sure, and you will need some way to put out the fire. 😮",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
556-5_utt1_intention,556-5,1,"agent_1: Haha good point, you worked with me on the firewood so i am ok with you getting two waters and i will get one, deal?",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
556-5_utt2_intention,556-5,2,agent_2: I think that is generous of you.  Thank you and I agree.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Show-Empathy', 'Callout-Fairness']","[0, 1, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Callout-Fairness""]}"
557-0_utt1_intention,557-0,1,agent_1: Hai friend.. my group going to a trip my team members are have some sick and i all have a kid so i need some more package. can you help me?,"Build-Rapport,Promote-Coordination","[1, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
557-0_utt2_intention,557-0,2,agent_2: More packages of what exactly? I ave IBD so I tend to drink more than I eat when camping. So I enjoy water.,"Describe-Need,Discover-Preference","[0, 0, 1, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
557-1_utt1_intention,557-1,1,agent_1: friend i need 3 pack of water and 2 pack of fire wood and 2 pack of food can you please help me. ii a kids to so i need this please.,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
557-1_utt2_intention,557-1,2,"agent_2: I could give you two extra food and fire wood. but i really need some of that water, the lake whater here is blue green and smells funny",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Undermine-Requirements'],"[0, 0, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Undermine-Requirements""]}"
557-2_utt1_intention,557-2,1,agent_1: i understand my friend but in my group some sick peoples are there they take medicine so i need water is necessary. please help me friend ,"Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
557-2_utt2_intention,557-2,2,"agent_2: well we need water to live, would  you be willing to part with some extra firewood or a meal to make up for the water",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
557-3_utt1_intention,557-3,1,agent_1: we also need this friend. i have kid and sick person that's why i ask this help please help me friend,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Callout-Fairness']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Callout-Fairness""]}"
557-3_utt2_intention,557-3,2,"agent_2: i willing to swap some items for others, but we have to work togeather on it",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
557-4_utt1_intention,557-4,1,agent_1: ok friend how this deal 2 pack of all.?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
557-4_utt2_intention,557-4,2,agent_2: two pack to who you or me?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Callout-Fairness'],"[0, 1, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness""]}"
557-5_utt1_intention,557-5,1,agent_1: for me. 2 pack of water 2 pack of fire wood and 2 pack of food. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
557-5_utt2_intention,557-5,2,agent_2: I gotta have one extra of the food or wood at least if you want two water,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Undermine-Requirements']","[0, 1, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Callout-Fairness"",""Undermine-Requirements""]}"
557-6_utt1_intention,557-6,1,agent_1: i already reduce my package in water. now what can i do? in my group my wife is cansive and one kid and a old man he is sicked person. so i need this package friend. please friend,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
557-6_utt2_intention,557-6,2,agent_2: well. I may be willing to give you two water but i need to have two firewood to boil up some of this lake water to try to drink,"Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
557-7_utt1_intention,557-7,1,agent_1: take a 1 pack of food from me. i am unable to give fire wood friend please understand my sitution,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Undermine-Requirements']","[0, 0, 1, 0, 0, 0, 0, 0, 1]","{""intents"":[""Describe-Need"",""Undermine-Requirements""]}"
557-7_utt2_intention,557-7,2,"agent_2: So I would get two foods, one fire wood and one water?",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
557-8_utt1_intention,557-8,1,agent_1: hmmm yes friend. i could not enough to me but now no way so i accept the deal. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Accept-Deal'],"[0, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Accept-Deal""]}"
557-8_utt2_intention,557-8,2,agent_1: sorry friend. wrongly click the reject button. i accept the deal and thank you so much friend,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
558-0_utt1_intention,558-0,1,agent_1: Hello there! How are you?,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
558-0_utt2_intention,558-0,2,agent_2: Hai friend I am fine what about you?me and my team going to trip on some snow fall place I want some help from you.,"Build-Rapport,Promote-Coordination","[1, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Describe-Need']","[1, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need""]}"
558-1_utt1_intention,558-1,1,"agent_1: Well, let's negogiate friend! What interests you the most?","Discover-Preference,Promote-Coordination","[0, 0, 0, 1, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Discover-Preference']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Discover-Preference""]}"
558-1_utt2_intention,558-1,2,agent_2: Okay. I need 3 package of fire woof and 2 pack of food and 2 pack of water.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
558-2_utt1_intention,558-2,1,agent_1: Hmm ☹️ That does not leave me with much,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",['Undermine-Requirements'],"[0, 0, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Undermine-Requirements""]}"
558-2_utt2_intention,558-2,2,agent_2: In my team old age sicked peoples and kids are there so I need some extra.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
558-3_utt1_intention,558-3,1,agent_1: Is firewood something you want the most? 🙂,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
558-3_utt2_intention,558-3,2,agent_2: Yes friend.Because we are going to a snow fall place so we need firewood the most.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
558-4_utt1_intention,558-4,1,"agent_1: I don't need firewood that much, you can have all of that",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Undermine-Requirements'],"[0, 0, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Undermine-Requirements""]}"
558-4_utt2_intention,558-4,2,agent_2: thank you friend🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
559-0_utt1_intention,559-0,1,agent_1: Hi 🙂 I'd like to have more water because the location that I'm going to is really dry. I'll need water to stay hydrated.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
559-0_utt2_intention,559-0,2,agent_2: Sure you can give me firewood in place of water,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Undermine-Requirements'],"[0, 0, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Undermine-Requirements""]}"
559-1_utt1_intention,559-1,1,agent_1: Thank you 🙂 That works for me. I'm also in my first trimester so I'll need a bit of extra food since I'm feeding my little one. Is that alright with you?,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Promote-Coordination']","[1, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Promote-Coordination""]}"
559-1_utt2_intention,559-1,2,agent_2: Woah... You can take more food as well,Show-Empathy,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",['Show-Empathy'],"[0, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy""]}"
559-2_utt1_intention,559-2,1,agent_1: Thank you dear! :D I really appreciate that. Are you okay with how everything is divided up then?,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
559-2_utt2_intention,559-2,2,agent_2: Sure,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
559-3_utt1_intention,559-3,1,"agent_1: Sounds great. So I have 1 firewood, 2 waters, 2 foods. And you have 2 firewood, 1 water, and 1 food. Let me know if that's alright",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
559-3_utt2_intention,559-3,2,"agent_2: Sure... I will be going with friends, I can manage with that.",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
559-4_utt1_intention,559-4,1,"agent_1: Thank you, sounds like a deal to me! Just make sure everything looks good on the table on the left side, and we're good to go! 🙂 I hope you and your friends have a fantastic time!",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
559-4_utt2_intention,559-4,2,agent_2: You too... Be safe,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Show-Empathy'],"[0, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy""]}"
560-0_utt1_intention,560-0,1,agent_1: I am running low on firewood. I need more to keep the fire going and cook food. ,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
560-0_utt2_intention,560-0,2,"agent_2: Yeah I need firewood too. It's only 50 degrees at night on the mountain, even in the summer.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
560-1_utt1_intention,560-1,1,agent_1: How would you feel about giving me some firewood for food?,Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",['Discover-Preference'],"[0, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference""]}"
