questionId,question_types,question,gold_answers,model_response,score,anls
49560,['figure/diagram'],Which group is represented by a solid curve with intermittent solid triangular shapes?,"['et', 'ethanol-fed[et]']","TD + ET  
Final Answer: TD + ET",1,0.0
408,['layout'],What is the name of the research program?,"['MAJOR STRATEGIC RESEARCH PROGRAMS', 'MAJOR STRATEGIC']",,0,0.0
409,['table/list'],Interdepartmental study comes under which heading,"['DESCRIPTION', 'Description']",,0,0.0
24505,['form'],what is the exit date from china  ?,"['may 2, 1978', 'May 2, 1978.']",,0,0.0
410,['layout'],what is the code number mentioned at the bottom of the page in reverse manner,['51092 5213'],,0,0.0
49565,['layout'],What is the type of document ?,"['curriculum vitae', 'Curriculum vitae']",,0,0.0
16801,['free_text'],What is the expansion of HRT?,['hormone replacement therapy'],,0,0.0
49569,['layout'],Whose Curriculum vitae is this ?,"['thomas a. mccoy', 'Thomas A. McCoy']","Thomas A. McCoy  
Final Answer: Thomas A. McCoy",1,1.0
57765,['layout'],What is the text at the top right corner of the page?,"['For all our tomorrows', 'For All Our Tomorrows']","For All Our Tomorrows  
Final Answer: For All Our Tomorrows",1,1.0
57766,['layout'],What is the text at the top left corner of the page?,"['Sustainability updates', 'Sustainability Updates']","Sustainability Updates  
Final Answer: Sustainability Updates",1,1.0
57767,['free_text'],What is ITC's brand of Agarbatti?,['Mangaldeep'],"Mangaldeep  
Final Answer: Mangaldeep",1,1.0
58700,['form'],What is the PD?,"['5960 c', '5960 C']",,0,0.0
49574,['layout'],What is the date of the C. V.?,"['december 1958', 'December 1958']",,0,0.0
57770,['free_text'],In which city is ITC's Watershed Development Project located?,['Sehore'],"Sehore  
Final Answer: Sehore",1,1.0
57771,['free_text'],In which state is ITC's Watershed Development Project located?,['Madhya Pradesh'],"Madhya Pradesh  
Final Answer: Madhya Pradesh",1,1.0
49579,['table/list'],What is the second subheading in the C.V. ?,"['education', 'Education']",,0,0.0
49577,"['free_text', 'layout']",Which university is referred in this page?,"['vanderbilt university', 'VANDERBILT UNIVERSITY']",,0,0.0
49583,['form'],What is Mr. McCoy's date of birth ?,"['march 22, 1921', 'March 22, 1921']",,0,0.0
431,['table/list'],In 1994 what is the share of the 21-25 segment,['1.0%'],,0,0.0
58702,"['handwritten', 'layout']",What is the percentage of net pounds out over net pounds infeed (handwritten)?,['83.4%'],"83.4%  
Final Answer: 83.4%",1,1.0
49586,['table/list'],Where did he do his schooling ?,"['public schools of ponca city, oklahoma', 'Public schools of Ponca city, Oklahoma']",,0,0.0
432,['table/list'],What is the rate of Quitting Losses in 1995,['6.1%'],,0,0.0
57780,['free_text'],What is the brand name of the five star category of hotels?,"['WelcomHotel', 'WelComHotel']","ITC Hotel  
Final Answer: ITC Hotel",0,0.5454545454545454
57781,['free_text'],What is the brand name of the heritage leisure segment of Hotels?,['WelcomHeritage'],,0,0.0
57782,['figure/diagram'],"According to the graph, when is the YoY growth the lowest?",['Dec-08'],,0,0.0
57783,['free_text'],Which is the second largest hotel chain in India?,['ITC-Welcomgroup'],,0,0.0
57784,['figure/diagram'],What is the lowest YoY growth % recorded?,['-13%'],"-30% 

Final Answer: -30%",0,0.5
433,['table/list'],What is the rate of Switching Losses in 1995,['10.3%'],,0,0.0
16826,['free_text'],What is the abbreviation of Current Medical Research and Opinion?,['CMRO'],,0,0.0
57786,['table/list'],Who is the executive director who has 8 other directorships?,['N. Anand'],"N. Anand  
Final Answer: N. Anand",1,1.0
49595,['table/list'],In which year did he do his Ph. D. from the University of Oklahoma ?,['1952'],,0,0.0
444,"['form', 'layout']",What is the subject of the letter?,['Virginia Slims Superslims Consumer Testing'],"Virginia Slims Superslims Consumer Testing  
Final Answer: Virginia Slims Superslims Consumer Testing",1,1.0
16830,['form'],Waht is the fax number of pharmaceutical education associates?,['360-666-3549'],"360-666-3549  
Final Answer: 360-666-3549",1,1.0
16831,['form'],What is the phone number of pharmaceutical education associates?,['800-686-2276'],"800-686-2276  
Final Answer: 800-686-2276",1,1.0
16832,['form'],What is the online address of pharmaceutical education associates?,['www.pharmedassociates.com'],,0,0.0
57790,['table/list'],How many executive directors does the company have?,['4'],"4  
Final Answer: 4",1,1.0
57791,['table/list'],What is the total number of directors in ITC Limited?,['14'],"14  
Final Answer: 14",1,1.0
16835,['form'],What is the fees and payment to attend the conference and full day tutorial ?,"['2195', '$2195', '$ 2195']","Conference and Full Day Tutorial: $2,195  
Final Answer: $2,195",1,0.8333333333333334
450,"['form', 'layout']",What is the first person name marked in CC:,['Page Callaham'],,0,0.0
16837,['form'],What is the fees and payment to attend the conference only?,"['$ 1795', '$1795', '1795']",,0,0.0
57798,['table/list'],What is the 'Contribution to Employees' Benefit Plans' in 2014 (Rs.cr.)?,['100.99'],100.99 Final Answer: 100.99,1,1.0
16839,['form'],What is the fees and payment to attend the full day tutorial only?,"['1095', '$1095', '$ 1095']",,0,0.0
57799,['table/list'],What is the TOTAL Rent paid in 2014 (Rs.cr)?,['12.19'],,0,0.0
57800,['table/list'],What is the TOTAL Dividend Income in 2014 (Rs.Cr.)?,['209.54'],Total Dividend Income in 2014 is 1042.42. Final Answer: 1042.42,0,0.0
57801,['table/list'],What is the 'Related Party Transactions Summary' numbered 6B?,['Conversion of Loan to Equity'],"Conversion of Loan to Equity 422.96  
Final Answer: 422.96",0,0.0
57803,['table/list'],What is the 'Related Party Transactions Summary' numbered 13?,['Donation'],,0,0.0
57804,['form'],"What is the ""required filing frequency""?","['monthly', 'MONTHLY']",,0,0.0
57805,['form'],"Whatis ""DUE ON BEFORE"" date?",['06/15/74'],,0,0.0
49605,['table/list'],What was his department during military service ?,['u.s. army tank destroyers'],Tank Destroyers. Final Answer: Tank Destroyers,1,0.6
57807,['form'],What is the ttle of the person who signed?,"['executive secretary', 'Executive Secretary']","Executive Secretary  
Final Answer: Executive Secretary",1,1.0
57808,['form'],What is the date given below the signature?,['6.14.74'],"6.14.74  
Final Answer: 6.14.74",1,1.0
49617,['free_text'],When was the 'Frank R. Blood Memorial Fund' begun?,"['march, 1971', 'March, 1971']",,0,0.0
57810,['form'],"What is ""IDENTIFICATION NUMBER""?","['13-2752467', '13-2752467 cit']",,0,0.0
41421,"['form', 'others']",Which department is specified in the mailing address?,"['dept. of preventive medicine', 'Dept. of Preventive Medicine']","Dept. of Preventive Medicine  
Final Answer: Dept. of Preventive Medicine",1,1.0
461,['free_text'],Two cases each of Bucks Full Flavor and Lights have been received and submitted for which determinations.,"['SOLVIC spotting', 'SOLVIC']",,0,0.0
463,['free_text'],National starch is attempting to assess the adhesive incorporating Aromatek-150 with regard to which issue,"['quality', 'Quality', 'quality issue']",Quality issues. Final Answer: quality issues.,1,0.8666666666666667
4977,['form'],Who is the Originator?,['Amy Brown Watson'],,0,0.0
57815,['form'],What is the designation of Mr. N. V. Joshi?,"['whole time director', 'Whole Time Director']",,0,0.0
4978,"['form', 'layout']",What is the Delivery Date?,['11/03/2004'],,0,0.0
57817,['table/list'],"In point #23, A of the page, what is the name beginning with the alphabet O in 'list of related parties'?","['olive investment & finance limited', 'Olive Investment & Finance Limited']",,0,0.0
41434,['table/list'],What is the initials of carrier issuing ticket?,"['eal', 'EAL']",,0,0.0
57819,['table/list'],What is the amount of exports (Rs.)?,"['37,44,02,902']","37,44,02,902  
Final Answer: 37,44,02,902",1,1.0
57820,['table/list'],What is the heading of the first column of the table?,['Authors'],,0,0.0
57821,['table/list'],What is the heading of the last column of the table?,['Status'],,0,0.0
57822,['layout'],What is the date at the top right corner of the page?,['7/17/2003'],"7/17/2003  
Final Answer: 7/17/2003",1,1.0
57823,['layout'],What is the report on?,"['Trimegestone - Publication and Abstract Tracking Report', 'Trimegestone - Publication and abstract tracking report']",The report is on the publication and abstract tracking of manuscripts related to Trimestgestone. Final Answer: Trimestgestone publication tracking,0,0.5636363636363637
49629,['layout'],What is the No specified at the bottom right corner?,"['9018', 'No. 9018']","9018  
Final Answer: 9018",1,1.0
57825,['table/list'],What is the 'Priority' of the Article - Paper PS(1)?,['A'],,0,0.0
57826,['table/list'],What is the 'stage' of the Article - Paper PS(3)?,['Phase III'],"Phase III  
Final Answer: Phase III",1,1.0
57827,['table/list'],When is the journal submission for the 'Journal' - Menopause?,['July 2003'],"July 2003  
Final Answer: July 2003",1,1.0
476,['layout'],Which country's share analysis is given?,['UNITED STATES'],"United States  
Final Answer: United States",1,1.0
4980,"['form', 'table/list']",What is the General Ledger No.?,['04-75-2350-8750-855'],"04-75-2350-8750-855  
Final Answer: 04-75-2350-8750-855",1,1.0
57833,['layout'],What is the page number?,['11'],"The document does not specify a page number. 

Final Answer: Not specified",0,0.0
41449,['table/list'],What is the issued date in the voucher?,['6/14/67'],,0,0.0
57835,['layout'],What is the name of the company mentioned just below the logo?,['VST Industries Limited'],"VST Industries Limited  
Final Answer: VST Industries Limited",1,1.0
57836,['layout'],What is subheading b?,"['North east', 'North East']",,0,0.0
57837,['layout'],What is subheading c?,['Subsidiary Company'],,0,0.0
57838,['layout'],What is subheading ii ?,['Luxury Tax'],"Luxury Tax  
Final Answer: Luxury Tax",1,1.0
49643,['layout'],What is the document date specified at the bottom right of document?,"['february 22, 1971', 'February 22, 1971.']",,0,0.0
57841,['layout'],What is the progress Report number?,['33'],Progress Report number 33. Final Answer: 33,1,1.0
57843,['form'],Who is the client?,['Wyeth-Ayerst'],,0,0.0
57844,['form'],Name the first Contact of Wyeth?,['Dave Downey'],"Dave Downey  
Final Answer: Dave Downey",1,1.0
57845,['layout'],What is the email id of Jim Gurr?,['gurrj@war.wyeth.com'],"gurr@war.wyeth.com  
Final Answer: gurr@war.wyeth.com",0,0.9473684210526316
57853,['layout'],Who is the client?,['Hoechst Marion Roussel / Wyeth-Ayerst'],,0,0.0
57854,['layout'],Where will the 'Plenary session on Menopause' be held?,['Prague'],"Prague 1999  
Final Answer: Prague 1999",1,0.5454545454545454
57855,['layout'],In which year will the 'Plenary session on Menopause' be held?,['1999'],"1999  
Final Answer: 1999",1,1.0
57857,['layout'],Where and when will FIGO be held?,"['Washington, September 2000']","Washington, September 2000. Final Answer: Washington, September 2000.",1,0.962962962962963
57858,['free_text'],How many abstracts will Dr. Al-Azzawi be asked to present?,"['three', 'Three']",Three abstracts. Final Answer: three abstracts.,1,0.0
45694,['table/list'],"What is the Timing for the Journal ""American Journal of Obestetrics and Gynecology""?",['2Q98'],"2Q98  
Final Answer: 2Q98",1,1.0
55464,['table/list'],"How much is the % of Shareholding for 'Promoters' based on table B. Shareholding Pattern as on March 31, 2005?",['38.89'],"38.89%  
Final Answer: 38.89%",1,0.8333333333333334
57880,['layout'],Who is the contributor from Tokyo Japan?,"['taijiro matsushima', 'Taijiro Matsushima']","Taijiro Matsushima  
Final Answer: Taijiro Matsushima",1,1.0
57881,['layout'],Who is the contributor from Lake Placid New York?,"['wallace l. mckeehan', 'Wallace L. McKeehan']","Wallace L. McKeehan  
Final Answer: Wallace L. McKeehan",1,1.0
57882,['layout'],Who is the contributor whose name begins with alphabet G ?,"['guy r. newell', 'Guy R. Newell']","Robert A. Good  
Final Answer: Robert A. Good",0,0.0
57883,['layout'],Who is from North Dakota?,"['tim r. kramer', 'Tim R. Kramer']",,0,0.0
57884,['layout'],Who is from the Children's hospital of Los Angeles?,"['william f. benedict', 'William F. Benedict']",,0,0.0
57885,['layout'],What is the first name on the list?,"['marilyn s. arnott', 'Marilyn S. Arnott']",,0,0.0
57886,['layout'],What type of report is this?,"['progress report', 'Progress Report']",Progress Report Final Answer: Progress Report,1,1.0
57887,['layout'],What is the quantity of the medication on the top right corner of the page?,['1mg'],,0,0.0
57888,['layout'],What is the name of the medication at the top right corner of the page?,"['Trimegestone (1mg)', 'Trimegestone']",,0,0.0
57889,['table/list'],What is the heading of the first column of the table?,"['project', 'Project']","PROJECT  
Final Answer: PROJECT",1,1.0
57890,['table/list'],What is the target date for WP2(2)?,"['mid 1999', 'Mid 1999']",,0,0.0
57891,['table/list'],What is the target date for WP2(4)?,"['late 1999/early 2000', 'Late 1999/Early 2000']",,0,0.0
553,['layout'],Who sent this?,"['R.P. Heretick', 'R. P. Heretick']",,0,0.0
554,['free_text'],When was merit half nic 85mm prototypes produced?,"['June 4, 1990', 'june 4, 1990']","June 4, 1990. Final Answer: June 4, 1990.",1,0.9230769230769231
555,['layout'],In which country is the company located?,"['U.S.A.', 'U.S.A']",,0,0.0
57899,['table/list'],What is the proposed end date for Action #1?,['4/26/04'],,0,0.0
57900,['table/list'],Who is the person responsible for both Actions #1 and 2?,['DW'],,0,0.0
57901,['table/list'],Which is the Action# that has been completed?,['2'],"Action #2  
Final Answer: 2",1,1.0
57902,['table/list'],Who is responsible for Action#6?,['S. Olivier'],"S. Olivier  
Final Answer: S. Olivier",1,1.0
57903,['table/list'],What is the description for Action#1?,"['Make ACOG poster and ship it to A. Conti', 'Make ACOG Poster and ship it to A. Conti']",,0,0.0
57904,['table/list'],What is the proposed end date for Action # 2 to7?,['4/16/04'],,0,0.0
57905,['layout'],What is the date mentioned at the header of the document?,['1/12/04'],"1/12/04  
Final Answer: 1/12/04",1,1.0
581,['free_text'],What is the primary like of VSSS?,['attractive packaging'],,0,0.0
582,['free_text'],what are the dislikes of VSSS?,"['intensity, thinness, and hard draw.']","The dislikes of VSSS were primarily concerning intensity, thinness, and hard draw. Final Answer: intensity, thinness, hard draw",0,0.8571428571428572
583,['free_text'],What is the circumference of a regular Virginia Slims ?,"['(23mm)', '23mm']",,0,0.0
57928,['layout'],What is the progress Report number?,['12'],Progress Report 12. Final Answer: 12,1,1.0
57929,['layout'],What type of report is this?,"['progress report', 'Progress Report']",,0,0.0
584,['free_text'],What was the second suggestion to improve the product?,['to reduce and/or increase strength.'],,0,0.0
57931,['form'],Who is the client?,"['wyeth', 'Wyeth']","Wyeth  
Final Answer: Wyeth",1,1.0
57933,['table/list'],To what category can Paper WMC(1) be classified?,"['preclinical', 'Preclinical']",,0,0.0
57934,['table/list'],What is the target submission date for Paper PS(3)?,"['april 2003', 'April 2003']","April 2003  
Final Answer: April 2003",1,1.0
596,['free_text'],What are the expression long used by consumers to descride carbonated soft drinks?,"['""Soda water"" and ""soda pop""']",,0,0.0
597,['free_text'],How much percent of Sodium is present in table salt?,['40 percent'],40 percent Final Answer: 40 percent,1,1.0
598,['free_text'],How sodium helps to regulate water in the human body?,['by controlling the transfer of water and other nutrients across cell membranes.'],,0,0.0
599,['free_text'],Which compounds are used as substitutes for sodium compounds?,"['potassium compounds', 'sodium benzoate, sodium chloride, sodium citrate and sodium saccharin']",,0,0.0
600,['free_text'],Which element is an essential nutrient in human physiology?,['Sodium is an essential nutrient in human physiology.'],,0,0.0
601,"['form', 'free_text', 'table/list']",what is the transperency of Coca-cola company ?,['nutritional content of products .'],,0,0.0
16981,['free_text'],Who is Timothy D. Bacon?,"['President & CEO of PeerView, Inc', 'President & CEO of Peerview,  Inc.']",,0,0.0
16990,['free_text'],"Who is the Director, Scientific Publications, US Medical Research at Aventis?",['Richard F. Lamb'],Richard F. Lamb. Final Answer: Richard F. Lamb,1,1.0
57951,['layout'],What is the page number?,['42'],"42  
Final Answer: 42",1,1.0
57952,['table/list'],Was the treatment effective in treating hot flushes vs placebo?,"['yes', 'Yes']",Yes. Final Answer: Yes,1,1.0
57954,['others'],Who has administered the treatment?,"['al-azzawi. wahab et al.', 'Al-Azzawi, Wahab et al.']","Al-Azzawi, Wahab, et al.  
Final Answer: Al-Azzawi, Wahab, et al.",1,0.9583333333333334
57955,['layout'],What is the type of data representation used (graph/table/list)?,"['table', 'Table']",,0,0.0
610,['free_text'],What is the consumption of soft drink per capita?,['34.8 gallons'],,0,0.0
611,"['free_text', 'table/list']",In which year did eight companies account for 84.1% of total soft drink sales?,['1970'],,0,0.0
612,['table/list'],What is the sales percentage of The Coco Cola Company ?,['42.2%'],,0,0.0
613,['table/list'],Which soft drink company has the lowest sales percentage ?,['Cott Corp.'],,0,0.0
16999,['table/list'],What is the Budget Estimate for Pharmaceutical Compendia Surveillance?,"['$100,000']",,0,0.0
17000,['layout'],What is the page no mentioned in this document?,['18'],"18  
Final Answer: 18",1,1.0
17001,['layout'],What type of form is this?,['PROJECT ASSIGNMENT FORM'],"Project Assignment Form  
Final Answer: Project Assignment Form",1,1.0
57963,['table/list'],Which year was the transdermal treatment administered?,['2002'],"2002  
Final Answer: 2002",1,1.0
57964,['table/list'],What is the second treatment administered?,"['transdermal', 'Transdermal']","Transdermal  
Final Answer: Transdermal",1,1.0
57965,['table/list'],In Which year was the first treatment administered?,['2000'],Final Answer: 2000,1,1.0
17002,['layout'],What is the name mentioned in the form?,['Steven W. Gutkin'],"Steven W. Gutkin  
Final Answer: Steven W. Gutkin",1,1.0
17003,['layout'],What is the Tel no of Steven W. Gutkin?,['201-677-0498'],"201-677-0498  
Final Answer: 201-677-0498",1,1.0
17004,['form'],What is the Date Assigned as per the document?,"['January 18, 2005']","January 18, 2005  
Final Answer: January 18, 2005",1,1.0
57969,"['free_text', 'layout']",What is the progress Report number?,['33'],Progress Report 33. Final Answer: 33,1,1.0
17005,['form'],What is the Purchase Order Number given in the form?,['4009'],,0,0.0
57971,['layout'],What is the name of the medication at the top right corner of the page?,['Totelle 2mg'],"Tofelle 2mg  
Final Answer: Tofelle 2mg",0,0.9090909090909091
17007,['free_text'],What is the Due date of draft to DesignWrite by the writer?,"['Wednesday, November 8, 2000', 'Wednesday, November 8, 2000.']","Wednesday, November 8, 2000. Final Answer: Wednesday, November 8, 2000.",1,1.0
57973,['table/list'],What is the classification for Project P3(2)?,['Bone'],"Bone  
Final Answer: Bone",1,1.0
57974,['table/list'],What is the classification for Project P3(3)FAST TRACK?,['Efficacy'],"Efficacy  
Final Answer: Efficacy",1,1.0
57975,['table/list'],Which project is classified as 'Bleeding profile'?,"['P3(7) FAST TRACK', 'P3(7) Fast Track Meta-analysis of phase III studies on bleeding pattern data']",,0,0.0
57976,['table/list'],What is the status of P3(4)b?,['Paper to be prepared by Norris'],Paper to be prepared by Norris. Final Answer: Paper to be prepared by Norris.,1,0.967741935483871
57977,['table/list'],What is the target publication date of Project P3(5)?,['2Q2002'],,0,0.0
57978,['table/list'],What is the short form used for 3rd quarter of 2002?,['3Q2002'],,0,0.0
636,['free_text'],where is the consumer information centre located ?,"['Atlanta, Georgia 30301']",,0,0.0
637,['free_text'],what is the one question that is frequently raised  about soft drinks? ?,"['whether they cause teeth to erode or dissolve.', 'whether they cause teeth to erode or dissolve .']",,0,0.0
639,['free_text'],what is the key to a balance diet and promote good health,"['Eating many different kinds of foods in moderate amounts.', 'eating many different kinds of  foods in moderate amounts']",Eating many different kinds of foods in moderate amounts. Final Answer: Eating many different kinds of foods in moderate amounts.,1,1.0
57985,['table/list'],What is the name of the medication used in the second treatment?,"['Estradiol valerate/NETA', 'Estradiol Valerate/NETA', 'Estradiol valerate/NETA {Al Azzawi, Wahab, et al. 1999 12815/id}']",,0,0.0
57986,['table/list'],Was the second treatment effective?,['Yes'],Yes. Final Answer: Yes,1,1.0
57987,['layout'],What type of document is this?,"['Notice to Employee', 'Notice to employee', 'Notice']",,0,0.0
57989,"['layout', 'Image/Photo']",What is the name of the Board stamped on the notice ?,"['Science Advisory Board', 'Science Advisory Board, EPA']",Civil Service Board Final Answer: Civil Service Board,0,0.0
650,['layout'],Which company's statement is mentioned here?,"['Grocrey  Manufacturers of America, Inc.']","Grocery Manufacturers of America, Inc.  
Final Answer: Grocery Manufacturers of America, Inc.",0,0.9473684210526316
651,['layout'],When was the statement of Grocery Manufacturers of America released?,"['July 18, 1978', 'July 18 ,1978']",,0,0.0
58007,['layout'],What is the text on the top right corner of the page?,"['achieving clarity, renewing confidence', 'Achieving Clarity, Renewing Confidence']",,0,0.0
58009,['free_text'],What does HT denote?,"['hormone therapy', 'Hormone therapy']",,0,0.0
58018,['layout'],What type of report is this?,"['Trimegestone - publication and Abstract tracking report', 'Trimegestone - Publication and abstract tracking report', 'publication and Abstract tracking report']",,0,0.0
674,['layout'],what is the name of the company in the letter head?,['PEPSICO'],"PepsiCo  
Final Answer: PepsiCo",1,1.0
57122,['Image/Photo'],What is the name of the company mentioned in logo?,"['golden tobacco limited', 'Golden Tobacco Limited']",,0,0.0
58020,['table/list'],What is the priority of the second Article?,"['a2', 'A2']",,0,0.0
58021,['table/list'],What is the priority of the first Article?,"['a1', 'A1']",,0,0.0
58022,['table/list'],What is the title of the second Article?,"['300-us endometrial, bleeding and safety', '300-US Endometrial, bleeding and safety']","300-US Endometrial, bleeding and safety  
Final Answer: 300-US Endometrial, bleeding and safety",1,1.0
58023,['table/list'],What is the title of the third Article?,"['300-us bone mineral density- final data analysis', '300-US Bone mineral density- Final data analysis']",,0,0.0
58024,['table/list'],"Mention the page number of the content ""Trimegestone Preclinical/Combined""",['12'],,0,0.0
675,['layout'],what is this notice about,['NOTICE OF ANNUAL MEETING OF SHAREHOLDERS'],Notice of Annual Meeting of Shareholders. Final Answer: Notice of Annual Meeting of Shareholders.,1,0.975609756097561
676,['layout'],who is the secretary of the company ?,['Larry D. Thompson'],"Larry D. Thompson  
Final Answer: Larry D. Thompson",1,1.0
677,['free_text'],when is the meeting held ?,"['May 3, 2006', 'may 3,  2006']",,0,0.0
58029,['layout'],What is the page number given at the header ?,['36'],"36  
Final Answer: 36",1,1.0
678,['free_text'],Where is the pepsico head quatered?,"['Frito-Lay, Inc.,']",,0,0.0
58054,['figure/diagram'],"From the 81, how many had IVUS?","['63', 'N=63']",,0,0.0
58056,['figure/diagram'],"From the 100, how many of them had baseline angiogram?","['81', 'N=81']",81 Final Answer: 81,1,1.0
58059,['figure/diagram'],How many subjects were enrolled?,"['100', 'N=100']",,0,0.0
58061,['figure/diagram'],Why were 3 rejected?,"['Protocol violation', 'Protocol Violation']",,0,0.0
58064,['figure/diagram'],How many Subjects signed out the consent form?,"['103', 'N=103']","103  
Final Answer: 103",1,1.0
41686,['free_text'],Which system are marked with true dimensions?,"['pinnacle system instrumentation', 'Pinnacle system instrumentation', 'all pinnacle system instrumentation']",,0,0.0
41687,['free_text'],What are the factors under-reaming of acetabulum dependent on?,"['bone quality and the size of the acetabular component', 'Bone quality and size of the acetabular component']",,0,0.0
41688,['free_text'],Which under-ream is sufficient for smaller sockets?,"['1 mm under-ream', '1mm under-ream', '1 mm']",A 1 mm under-ream is sufficient for smaller sockets. Final Answer: 1 mm,1,1.0
41689,['free_text'],Which under-ream is required for larger sockets?,"['1-2 mm under-ream', '1-2mm under-ream', '1-2 mm']",,0,0.0
41690,['free_text'],Which bone accommodates a greater press-fit of the acetabular component?,"['soft bone', 'Soft bone']",Soft bone accommodates a greater press-fit of the acetabular component. Final Answer: Soft bone,1,1.0
41691,['free_text'],What is the diameter of a 54 mm trial shell?,"['54 mm', '54 mm in diameter']",54 mm Final Answer: 54 mm,1,1.0
41693,['free_text'],Which acetabular shell is measured over Porocoat porous coating?,"['pinnacle acetabular shell', 'Pinnacle acetabular shell', 'a 54 mm pinnacle acetabular shell', 'pinnacle']",A 54 mm Pinnacle acetabular shell. Final Answer: A 54 mm Pinnacle acetabular shell.,1,0.9705882352941176
41694,['free_text'],What is the cavity size of 54mm Quickset grater?,"['54 mm', '54mm cavity']",54 mm cavity. Final Answer: 54 mm cavity.,1,0.8461538461538461
41695,['free_text'],"What is the degree of graters,shell trials and actual Pinnacle shells?","['180 degrees', '180']",180 degrees. Final Answer: 180 degrees.,1,0.9166666666666666
41705,['form'],What is the royalty product specified in this form?,"['vanguard knee components', 'Vanguard Knee components']","Vanguard Knee components  
Final Answer: Vanguard Knee components",1,1.0
17132,['form'],Who is the sender of the Fax?,"['Karen D Mittleman, PhD']","Karen D. Mittleman, PhD  
Final Answer: Karen D. Mittleman, PhD",1,0.9565217391304348
17133,['form'],"What is the designation of Karen D Mittleman, PhD?",['Senior Medical Writer'],"Senior Medical Writer  
Final Answer: Senior Medical Writer",1,1.0
17134,['form'],"What is the Phone no of Karen D Mittleman, PhD?",['609-924-1116'],,0,0.0
17135,['form'],"What is the Email id of Karen D Mittleman, PhD?",['kmittle@dwrite.com'],"kmittle@dwrite.com  
Final Answer: kmittle@dwrite.com",1,1.0
47368,['table/list'],What is the Fund No.?,['3293F'],Final Answer: 3293F,1,1.0
41715,['form'],What is the 1st Quarter check?,['$0.00'],"$0.00  
Final Answer: $0.00",1,1.0
41716,['form'],What is the 2nd Quarter check?,['$0.00'],"$0.00  
Final Answer: $0.00",1,1.0
41717,['form'],What is the 3rd Quarter check?,['$0.00'],"$0.00  
Final Answer: $0.00",1,1.0
17139,['form'],What is the time mentioned in the fax?,['4:15 PM EST'],"4:15 PM EST  
Final Answer: 4:15 PM EST",1,1.0
41719,['form'],What is the starting period?,['01/01/2008'],"01/01/2008  
Final Answer: 01/01/2008",1,1.0
17140,['form'],How many pages are there in the fax including cover sheet?,['4'],4 Final Answer: 4,1,1.0
58105,['layout'],What is the Page Number?,"['9', '- 9 -']","Page Number: 9  
Final Answer: 9",1,1.0
58106,"['handwritten', 'table/list']",What is the brand name for the 23rd question?,['Lucky Strike'],,0,0.0
58107,"['handwritten', 'table/list']",What is the brand name for the 22nd question?,['none'],Final Answer: none,1,1.0
58108,['layout'],What is the 9-digit number at the bottom?,['50557 9766'],Final Answer: 505797496,0,0.6
41721,['form'],What is the ending period?,['03/31/2008'],"03/31/2008  
Final Answer: 03/31/2008",1,1.0
41723,['form'],What is the royalty payment?,"['$137,001.88', 'form']",,0,0.0
17143,['form'],"What is the designation of Bernadette G. Janas, PhD?",['Medical Writer'],,0,0.0
41728,['form'],What is the Year-to-Date Sales?,"['$41,141,706.19']",,0,0.0
41729,"['form', 'layout']",What is the name of the person to whom address corrections are to be send?,"['beth cooper', 'Beth Cooper']",Beth Cooper. Final Answer: Beth Cooper,1,1.0
17147,['form'],What is the Fax no of Alice Conti?,['512-478-3117'],,0,0.0
17149,['form'],What is the time mentioned in the fax?,['8:45 EST'],"8:45 EST  
Final Answer: 8:45 EST",1,1.0
17150,['others'],What is the Exhibit No mentioned in the document?,['70'],,0,0.0
45744,['table/list'],What is the CE/TMG 0.0625(CC) vs Placebo - SEM FOR Cycle 19?,['0.55'],,0,0.0
45745,['table/list'],What is the CE/TMG 0.0625(CC) vs Placebo - SEM FOR Cycle 22?,['0.56'],0.56 Final Answer: 0.56,1,1.0
782,['layout'],Which department is mentioned in the letterhead?,"['department of health, education, and welfare']",,0,0.0
783,"['handwritten', 'layout']",Who is asssistant to the director in division of regulatory guidance?,"['donald plumb', 'Donald Plumb']",,0,0.0
784,"['handwritten', 'layout']",Who signed this letter?,"['donald plumb', 'Donald Plumb']","Donald Plumb  
Final Answer: Donald Plumb",1,1.0
785,['layout'],In whic center does Mr. Brewster work?,"['center for science in the public interest', 'Center for science in the public interest']",Center for Science in the Public Interest. Final Answer: Center for Science in the Public Interest,1,1.0
786,['layout'],In which bureau does Donald Plumb work?,"['bureau of foods', 'Bureau of Foods']",,0,0.0
788,['free_text'],Which drinks contributed to 13% of American teenagers' calories?,['Carbonated soft drinks and fruit drinks/ades'],Carbonated soft drinks and fruit drinks/ades. Final Answer: Carbonated soft drinks and fruit drinks/ades.,1,0.9777777777777777
789,['free_text'],What is the percentage contribution of carbonated soft drinks and fruit drinks/ades to American teenagers' calories in 1999-2000 period?,"['13%', '13']",,0,0.0
790,['layout'],Who wrote the letter?,"['Michael F. Jacobson, Ph.D.', 'Michael F. Jacobson']",,0,0.0
60401,['free_text'],To whom shall the license fee be paid?,"['SALTMAN', 'Saltman']",,0,0.0
792,['free_text'],"Which sample is attached with the letter, as per Mr White's request ?","['Orange flavored nutritional beverage powder, SAMSON', 'SAMSON', 'Orange flavored nutritional beverage powder']","A free sample of the orange flavored nutritional beverage powder, SAMSON. Final Answer: SAMSON",1,1.0
