uid,dialogue_id,utt_idx,target_utterance,gold_intent,gold_bitmask,pred_intents,pred_bitmask,raw_response
474-3_utt1_intention,474-3,1,"agent_1: Well, how about if I take 2 firewoods and all of the food and you can have all of the waters? I have a device that I can make clean water, but will need more calories to do so! 🙂",No-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
474-3_utt2_intention,474-3,2,"agent_2: Can't do!  Water is my lowest priority since I already brought iodine drops to purify water myself aha.  I still think it's fair if I get 1 firewood 2 food and 2 water (or if it helps you to feel better, I can take 2 firewood and 1 food and 1 water)","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Discover-Preference', 'Promote-Coordination']","[0, 1, 1, 1, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Discover-Preference"",""Promote-Coordination""]}"
474-4_utt1_intention,474-4,1,"agent_1: Ok...Then how about if I just take 2 firewood, 1 water, and just 1 food?  I think that is what you proposed before.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
474-4_utt2_intention,474-4,2,agent_2: Yup that works for me!,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
475-0_utt1_intention,475-0,1,agent_1: I would like all the firewood and two packages of water. You can have the rest.🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
475-0_utt2_intention,475-0,2,"agent_2: I want all of the water, two firewood, and one food.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
475-1_utt1_intention,475-1,1,agent_1: Why do you need all the water and little food?,Discover-Preference,"[0, 0, 0, 1, 0, 0, 0, 0, 0]","['Discover-Preference', 'Show-Empathy']","[0, 0, 0, 1, 0, 0, 0, 1, 0]","{""intents"":[""Discover-Preference"",""Show-Empathy""]}"
475-1_utt2_intention,475-1,2,agent_2: I need to stay hydrated because the weather is hot. I am trying to lose weight so I do not need much food.,"Describe-Need,No-Need","[0, 0, 1, 0, 0, 1, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
475-2_utt1_intention,475-2,1,agent_1: 😮I see. I have a medical condition that causes my veins to close if I get too cold. I need more firewood to make sure I don't freeze at night.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
475-2_utt2_intention,475-2,2,agent_2: Would two of the firewood be enough?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Discover-Preference', 'Promote-Coordination']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Discover-Preference"",""Promote-Coordination""]}"
475-3_utt1_intention,475-3,1,"agent_1: Maybe... I could perhaps do with 2 firewood. But, I would like at least one packet of water.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
475-3_utt2_intention,475-3,2,agent_2: I would be OK with two packages of water.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Discover-Preference']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Discover-Preference""]}"
475-4_utt1_intention,475-4,1,"agent_1: Good. 2 packages of wood for me. 1 for you. 2 packages of water for you, and one for me. How should we divide the food?",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Promote-Coordination', 'Callout-Fairness']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Callout-Fairness""]}"
475-4_utt2_intention,475-4,2,agent_2: I will take 2 packages of food and 1 for you.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
475-5_utt1_intention,475-5,1,"agent_1: 😮I thought you didn't need so much food, because of your diet....",Undermine-Requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1]","['Callout-Fairness', 'Show-Empathy', 'Discover-Preference']","[0, 1, 0, 1, 0, 0, 0, 1, 0]","{""intents"":[""Callout-Fairness"",""Show-Empathy"",""Discover-Preference""]}"
475-5_utt2_intention,475-5,2,agent_2: You are right. I will take 1 package of food.,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
476-0_utt1_intention,476-0,1,agent_1: Hi there! Ready to go camping? ,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference', 'Promote-Coordination']","[1, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference"",""Promote-Coordination""]}"
476-0_utt2_intention,476-0,2,agent_2: Yes I am,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
476-1_utt1_intention,476-1,1,"agent_1: Great! I'll be going to the Catskills, in NY. Where are you planning on going?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Discover-Preference', 'Promote-Coordination']","[0, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Discover-Preference"",""Promote-Coordination""]}"
476-1_utt2_intention,476-1,2,agent_2: Antarctica! I am going to need as much firewood as I can get.,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
476-2_utt1_intention,476-2,1,"agent_1: Ha, woah that's exotic! I'll need some firewood as well, but maybe not as much as you! I'm planning on going hiking a lot, and will need some extra water, as, again, ill be hiking a lot",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Promote-Coordination']","[1, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Promote-Coordination""]}"
476-2_utt2_intention,476-2,2,agent_2: I will offer 3 water to you! You will maybe need more food with that much exercise? How about 2 food? I really need that extra firewood. Remember that the Catskills probably has some extra wood around.,Undermine-Requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1]","['Describe-Need', 'Promote-Coordination', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Show-Empathy""]}"
476-3_utt1_intention,476-3,1,"agent_1: That works for me, you can have the firewood then!",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Build-Rapport']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Build-Rapport""]}"
476-3_utt2_intention,476-3,2,agent_2: Alright that sounds great. ,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
476-4_utt1_intention,476-4,1,"agent_1: Great! so, for you, 2 wood, 1 food, me 3 water 2 food",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Describe-Need""]}"
476-4_utt2_intention,476-4,2,agent_2: 3 wood is what i thought the deal was,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
476-5_utt1_intention,476-5,1,"agent_1: yes, sorry, I meant to type 3 haha",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
477-0_utt1_intention,477-0,1,agent_1: hi how are you,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
477-0_utt2_intention,477-0,2,"agent_2: I am well, thank you.  Yourself?",Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
477-1_utt1_intention,477-1,1,"agent_1: good here, I will need 3 water as I need it to survive",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
477-1_utt2_intention,477-1,2,agent_2: I need water as well.  I require it for subsistence,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
477-2_utt1_intention,477-2,1,agent_1: how many water you need?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Discover-Preference', 'Describe-Need']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference"",""Describe-Need""]}"
477-2_utt2_intention,477-2,2,"agent_2: In a perfect world, all the water 🙂",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
477-3_utt1_intention,477-3,1,"agent_1: that won't be fair, how about I get 1 water, 3 food and 1 firewood, that way u get the most water",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
477-3_utt2_intention,477-3,2,"agent_2: Interesting.  If I decided to forgo water completely, would you accept giving me everything else?",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Discover-Preference']","[0, 1, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Discover-Preference""]}"
477-4_utt1_intention,477-4,1,"agent_1: no, at the most i can do is i get 2 water, 2 food and 0 firewood or I get 1 water, 3 food and 1 firewood","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Discover-Preference']","[0, 1, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Discover-Preference""]}"
477-4_utt2_intention,477-4,2,"agent_2: But you get everything you wanted. You said you needed 3 water, I offered it to you.",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Undermine-Requirements']","[0, 1, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Callout-Fairness"",""Undermine-Requirements""]}"
477-5_utt1_intention,477-5,1,"agent_1: but i can't give you 3 food and 3 firewood, thats 6 items vs the 3 water",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need']","[0, 1, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need""]}"
477-5_utt2_intention,477-5,2,"agent_2: Sure you can.  If you really want water the most, why would you care about the rest as much?😮",Undermine-Requirements,"[0, 0, 0, 0, 0, 0, 0, 0, 1]","['Callout-Fairness', 'Discover-Preference', 'Undermine-Requirements']","[0, 1, 0, 1, 0, 0, 0, 0, 1]","{""intents"":[""Callout-Fairness"",""Discover-Preference"",""Undermine-Requirements""]}"
477-6_utt1_intention,477-6,1,"agent_1: most does not mean i have to neglect the rest, anyways either a) I get 3 water, 2 food and 0 firewood or b) I get 1 water, 2 food and 2 firewood","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Discover-Preference']","[0, 1, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Discover-Preference""]}"
477-6_utt2_intention,477-6,2,agent_2: That is simply unacceptable.,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Undermine-Requirements']","[0, 1, 0, 0, 0, 0, 0, 0, 1]","{""intents"":[""Callout-Fairness"",""Undermine-Requirements""]}"
477-7_utt1_intention,477-7,1,"agent_1: well how about i get 2 water, 2 food and 1 firewood",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
477-7_utt2_intention,477-7,2,agent_2: Here is the offer.  For you: 3 water 0 food 1 firewood,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
477-8_utt1_intention,477-8,1,"agent_1: what about instead of firewood, I get 1 food, so it will be 3 water, 1 food and 0 firewood",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
477-8_utt2_intention,477-8,2,"agent_2: Ok so 3 water 0 firewood and 1 food, I can work with that",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Promote-Coordination'],"[0, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination""]}"
477-9_utt1_intention,477-9,1,agent_1: ok,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
478-0_utt1_intention,478-0,1,"agent_1: Hello, I hope you are having a good day! I would like to know what packages you need the most.","Build-Rapport,Discover-Preference","[1, 0, 0, 1, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference']","[1, 0, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference""]}"
478-0_utt2_intention,478-0,2,"agent_2: Hello, I'm having a wonderful day.🙂 Thanks for asking. I hope yours is a wonderful day as well. I would like 2 firewood, 2 water, and 1 food. How about you?","Build-Rapport,Discover-Preference","[1, 0, 0, 1, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Show-Empathy']","[1, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Show-Empathy""]}"
478-1_utt1_intention,478-1,1,"agent_1: Glad to hear it! I am really looking to get extra firewood, so I would like to make a compromise. If I gave you all the food, could I have more firewood?",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Describe-Need', 'Promote-Coordination']","[1, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Promote-Coordination""]}"
478-1_utt2_intention,478-1,2,agent_2: I like watching the camp fire all night. What is your reason for needing more firewood?,"Describe-Need,Discover-Preference","[0, 0, 1, 1, 0, 0, 0, 0, 0]","['Build-Rapport', 'Discover-Preference', 'Show-Empathy']","[1, 0, 0, 1, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference"",""Show-Empathy""]}"
478-2_utt1_intention,478-2,1,"agent_1: That does sound very nice. I would like more in order to stay warm, and for cooking some delicious food.",Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Show-Empathy']","[1, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Show-Empathy""]}"
478-2_utt2_intention,478-2,2,"agent_2: I see. So what you want is  2 more fire wood, and 1 water? Is that what i'm to understand.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Discover-Preference', 'Callout-Fairness']","[0, 1, 0, 1, 0, 0, 0, 0, 0]","{""intents"":[""Discover-Preference"",""Callout-Fairness""]}"
478-3_utt1_intention,478-3,1,"agent_1: Since you would also like firewood, I propose 2 firewood, 2 water to me, and you get 1 wood, 1 water, and all the food to make up for it.",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
478-3_utt2_intention,478-3,2,agent_2: Okay I can agree to that deal.🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
478-4_utt1_intention,478-4,1,"agent_1: That's fantastic, I'm glad we came to something we both agree with",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
478-4_utt2_intention,478-4,2,agent_2: Me too. I hope you have a wonderful camping trip.🙂,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]","['Build-Rapport', 'Show-Empathy']","[1, 0, 0, 0, 0, 0, 0, 1, 0]","{""intents"":[""Build-Rapport"",""Show-Empathy""]}"
479-0_utt1_intention,479-0,1,agent_1: hi  i was wondering if i could get 3 packages of firewood?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
479-0_utt2_intention,479-0,2,"agent_2: Hey there, unfortunately, I'm in a bit of a quandary with firewood too, as I am going to a place where it's fairly cold and will need more for heat. ","Callout-Fairness,Describe-Need","[0, 1, 1, 0, 0, 0, 0, 0, 0]","['Show-Empathy', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need""]}"
479-1_utt1_intention,479-1,1,"agent_1: thats terrible! i broke my leg and wont be able to collect my own firewood , could i maybe get 2 packages? ☹️","Describe-Need,Show-Empathy","[0, 0, 1, 0, 0, 0, 0, 1, 0]","['Show-Empathy', 'Describe-Need']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need""]}"
479-1_utt2_intention,479-1,2,agent_2: Terribly sorry to hear that; it sounds like you won't be able to camp much in that condition. I assume you have someone coming along to help you because of your leg?,Show-Empathy,"[0, 0, 0, 0, 0, 0, 0, 1, 0]","['Show-Empathy', 'Discover-Preference']","[0, 0, 0, 1, 0, 0, 0, 1, 0]","{""intents"":[""Show-Empathy"",""Discover-Preference""]}"
479-2_utt1_intention,479-2,1,agent_1: just a bunch of children under 5 who wont be able to gather firewood. so i desperately need at least 2,Describe-Need,"[0, 0, 1, 0, 0, 0, 0, 0, 0]","['Describe-Need', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 0, 1, 0]","{""intents"":[""Describe-Need"",""Show-Empathy""]}"
479-2_utt2_intention,479-2,2,"agent_2: I see, well it sounds like you're going to need some additional food with those children. How about I provide you with some additional food and you can help me with my need for heat with firewood?",Promote-Coordination,"[0, 0, 0, 0, 0, 0, 1, 0, 0]","['Show-Empathy', 'Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Show-Empathy"",""Describe-Need"",""Promote-Coordination""]}"
479-3_utt1_intention,479-3,1,agent_1: okay how i take all 3 food and 1 firewood?,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Describe-Need', 'Promote-Coordination']","[0, 0, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination""]}"
479-3_utt2_intention,479-3,2,"agent_2: The firewood sounds like a solid deal; I would need a little food though to assist me. The good news is since there's a stream near me, I won't need any additional water, so I am happy to provide you with all of the additional water.",No-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0]","['Build-Rapport', 'Describe-Need', 'Promote-Coordination', 'Show-Empathy']","[1, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Build-Rapport"",""Describe-Need"",""Promote-Coordination"",""Show-Empathy""]}"
479-4_utt1_intention,479-4,1,agent_1: i am not able to do that unfortunately i desperately need firewood. ,Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",['Describe-Need'],"[0, 0, 1, 0, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need""]}"
479-4_utt2_intention,479-4,2,"agent_2: Perhaps I wasn't clear, so if I take 2 firewood, you take 1; I would just need some help with some of the food. Is that reasonable?","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
479-5_utt1_intention,479-5,1,agent_1: i guues,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['No-Intention'],"[0, 0, 0, 0, 1, 0, 0, 0, 0]","{""intents"":[""No-Intention""]}"
479-5_utt2_intention,479-5,2,"agent_2: So let's make sure this is reasonable; Firewood - 2 for me, 1 for you; Water 2 for you, 1 for me, and you can have all of the water?",Callout-Fairness,"[0, 1, 0, 0, 0, 0, 0, 0, 0]","['Callout-Fairness', 'Promote-Coordination']","[0, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Promote-Coordination""]}"
479-6_utt1_intention,479-6,1,agent_1: sounds good. 1 firewood for me  2 food for me and i can have all water. to clarify. sorry about typos,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Callout-Fairness', 'Describe-Need', 'Promote-Coordination']","[0, 1, 1, 0, 0, 0, 1, 0, 0]","{""intents"":[""Callout-Fairness"",""Describe-Need"",""Promote-Coordination""]}"
479-6_utt2_intention,479-6,2,"agent_2: No worries, ok that sounds good; I'm going to submit the deal.",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Build-Rapport', 'Promote-Coordination']","[1, 0, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Promote-Coordination""]}"
479-7_utt1_intention,479-7,1,agent_1: nice 🙂,No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
480-0_utt1_intention,480-0,1,agent_2: Hello there 🙂,Build-Rapport,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",['Build-Rapport'],"[1, 0, 0, 0, 0, 0, 0, 0, 0]","{""intents"":[""Build-Rapport""]}"
480-0_utt2_intention,480-0,2,"agent_1: Hello, I hope we can work together on an offer that benefits both of us. Do you think it's OK?🙂","Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Callout-Fairness', 'Promote-Coordination']","[1, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Callout-Fairness"",""Promote-Coordination""]}"
480-1_utt1_intention,480-1,1,agent_2: Yes definitely!  I am pretty easy to work with and would like a deal that will help us both out as much as possible.,"Callout-Fairness,Promote-Coordination","[0, 1, 0, 0, 0, 0, 1, 0, 0]","['Build-Rapport', 'Callout-Fairness', 'Promote-Coordination']","[1, 1, 0, 0, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Callout-Fairness"",""Promote-Coordination""]}"
480-1_utt2_intention,480-1,2,agent_1:  The item I need the most is water because I need to hydrate to stay strong and achieve my goals. And you?,"Describe-Need,Discover-Preference","[0, 0, 1, 1, 0, 0, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
480-2_utt1_intention,480-2,1,"agent_2: I would say water as well because I am very active and build up thirst as a result.  However, I would be willing to compromise on things to allow you to have more water.","Describe-Need,Promote-Coordination","[0, 0, 1, 0, 0, 0, 1, 0, 0]","['Describe-Need', 'Promote-Coordination', 'Show-Empathy']","[0, 0, 1, 0, 0, 0, 1, 1, 0]","{""intents"":[""Describe-Need"",""Promote-Coordination"",""Show-Empathy""]}"
480-2_utt2_intention,480-2,2,agent_1: The item that I need the least is firewood because I will dedicate myself to look it up at the camp. And you?,"Discover-Preference,No-Need","[0, 0, 0, 1, 0, 1, 0, 0, 0]","['Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 0, 0, 0]","{""intents"":[""Describe-Need"",""Discover-Preference""]}"
480-3_utt1_intention,480-3,1,agent_2: Yes I think we have the same preferences.  I do not get cold easily and will bring a heavy sleeping bag.  ,No-Need,"[0, 0, 0, 0, 0, 1, 0, 0, 0]","['Build-Rapport', 'Discover-Preference', 'Promote-Coordination']","[1, 0, 0, 1, 0, 0, 1, 0, 0]","{""intents"":[""Build-Rapport"",""Discover-Preference"",""Promote-Coordination""]}"
480-3_utt2_intention,480-3,2,"agent_1: Ok, it gets a little complicated. But let's see what you think if I grab: 3 water 1 food and 0 firewood? And you would take: 0 of water, 2 of food and 3 of firewood",No-Intention,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","['Promote-Coordination', 'Describe-Need', 'Discover-Preference']","[0, 0, 1, 1, 0, 0, 1, 0, 0]","{""intents"":[""Promote-Coordination"",""Describe-Need"",""Discover-Preference""]}"
