uid,dialogue_id,agent,gold_desire,pred,raw_response,desire_em
100-2_agent_2_desire,100-2,agent_2,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}","{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}",0
100-3_agent_1_desire,100-3,agent_1,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}","{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}",0
100-3_agent_2_desire,100-3,agent_2,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}","{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}",0
100-4_agent_1_desire,100-4,agent_1,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}","{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}",1
100-4_agent_2_desire,100-4,agent_2,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}","{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}",0
100-5_agent_1_desire,100-5,agent_1,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}","{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}",1
100-5_agent_2_desire,100-5,agent_2,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}","{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}",0
101-0_agent_1_desire,101-0,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
101-0_agent_2_desire,101-0,agent_2,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'firewood', 'medium': 'food', 'low': 'water'}","{""high"":""firewood"",""medium"":""food"",""low"":""water""}",1
101-1_agent_1_desire,101-1,agent_1,"{'High': 'Firewood', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Not Given""}",1
101-1_agent_2_desire,101-1,agent_2,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",1
101-2_agent_1_desire,101-2,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",1
101-2_agent_2_desire,101-2,agent_2,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'firewood', 'medium': 'food', 'low': 'water'}","{""high"":""firewood"",""medium"":""food"",""low"":""water""}",1
101-3_agent_1_desire,101-3,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",1
101-3_agent_2_desire,101-3,agent_2,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'firewood', 'medium': 'food', 'low': 'water'}","{""high"":""firewood"",""medium"":""food"",""low"":""water""}",1
101-4_agent_1_desire,101-4,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",1
101-4_agent_2_desire,101-4,agent_2,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'firewood', 'medium': 'food', 'low': 'water'}","{""high"":""firewood"",""medium"":""food"",""low"":""water""}",1
101-5_agent_1_desire,101-5,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",1
101-5_agent_2_desire,101-5,agent_2,"{'High': 'None', 'Medium': 'None', 'Low': 'None'}","{'high': 'firewood', 'medium': 'food', 'low': 'water'}","{""high"":""firewood"",""medium"":""food"",""low"":""water""}",0
102-0_agent_1_desire,102-0,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
102-0_agent_2_desire,102-0,agent_2,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
102-1_agent_1_desire,102-1,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
102-1_agent_2_desire,102-1,agent_2,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
102-2_agent_1_desire,102-2,agent_1,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Not Given'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Not Given""}",0
102-2_agent_2_desire,102-2,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Not Given'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Not Given""}",0
102-3_agent_1_desire,102-3,agent_1,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
102-3_agent_2_desire,102-3,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
102-4_agent_1_desire,102-4,agent_1,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
102-4_agent_2_desire,102-4,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
102-5_agent_1_desire,102-5,agent_1,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
102-5_agent_2_desire,102-5,agent_2,"{'High': 'None', 'Medium': 'None', 'Low': 'None'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",0
103-0_agent_1_desire,103-0,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
103-0_agent_2_desire,103-0,agent_2,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
103-1_agent_1_desire,103-1,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
103-1_agent_2_desire,103-1,agent_2,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
103-2_agent_1_desire,103-2,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Firewood'}","{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}","{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}",0
103-2_agent_2_desire,103-2,agent_2,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
103-3_agent_1_desire,103-3,agent_1,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}","{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}",1
103-3_agent_2_desire,103-3,agent_2,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",0
103-4_agent_1_desire,103-4,agent_1,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}","{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}",0
103-4_agent_2_desire,103-4,agent_2,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",1
103-5_agent_1_desire,103-5,agent_1,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}","{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}",0
103-5_agent_2_desire,103-5,agent_2,"{'High': 'None', 'Medium': 'None', 'Low': 'None'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
104-0_agent_1_desire,104-0,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
104-0_agent_2_desire,104-0,agent_2,"{'High': 'Firewood', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'firewood', 'medium': 'food', 'low': 'water'}","{""high"":""firewood"",""medium"":""food"",""low"":""water""}",0
104-1_agent_1_desire,104-1,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
104-1_agent_2_desire,104-1,agent_2,"{'High': 'Firewood', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
104-2_agent_1_desire,104-2,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Not Given""}",0
104-2_agent_2_desire,104-2,agent_2,"{'High': 'Firewood', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
104-3_agent_1_desire,104-3,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Water""}",0
104-3_agent_2_desire,104-3,agent_2,"{'High': 'Firewood', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
104-4_agent_1_desire,104-4,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Water""}",0
104-4_agent_2_desire,104-4,agent_2,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
104-5_agent_1_desire,104-5,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Water""}",0
104-5_agent_2_desire,104-5,agent_2,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
104-6_agent_1_desire,104-6,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Water""}",0
104-6_agent_2_desire,104-6,agent_2,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
104-7_agent_1_desire,104-7,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}","{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}",0
104-7_agent_2_desire,104-7,agent_2,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
104-8_agent_1_desire,104-8,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Firewood', 'medium': 'Water', 'low': 'Food'}","{""high"":""Firewood"",""medium"":""Water"",""low"":""Food""}",0
104-8_agent_2_desire,104-8,agent_2,"{'High': 'None', 'Medium': 'None', 'Low': 'None'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
105-0_agent_1_desire,105-0,agent_1,"{'High': 'Firewood', 'Medium': 'Not Given', 'Low': 'Food'}","{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}","{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}",0
105-0_agent_2_desire,105-0,agent_2,"{'High': 'Water', 'Medium': 'Food', 'Low': 'Firewood'}","{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}","{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}",1
105-1_agent_1_desire,105-1,agent_1,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}","{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}",0
105-1_agent_2_desire,105-1,agent_2,"{'High': 'Water', 'Medium': 'Food', 'Low': 'Firewood'}","{'high': 'water', 'medium': 'firewood', 'low': 'food'}","{""high"":""water"",""medium"":""firewood"",""low"":""food""}",0
105-2_agent_1_desire,105-2,agent_1,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}","{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}",0
105-2_agent_2_desire,105-2,agent_2,"{'High': 'Water', 'Medium': 'Food', 'Low': 'Firewood'}","{'high': 'water', 'medium': 'firewood', 'low': 'food'}","{""high"":""water"",""medium"":""firewood"",""low"":""food""}",0
105-3_agent_1_desire,105-3,agent_1,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}","{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}",0
105-3_agent_2_desire,105-3,agent_2,"{'High': 'Water', 'Medium': 'Food', 'Low': 'Firewood'}","{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}","{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}",0
105-4_agent_1_desire,105-4,agent_1,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",0
105-4_agent_2_desire,105-4,agent_2,"{'High': 'Water', 'Medium': 'Food', 'Low': 'Firewood'}","{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}","{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}",0
105-5_agent_1_desire,105-5,agent_1,"{'High': 'None', 'Medium': 'None', 'Low': 'None'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",0
105-5_agent_2_desire,105-5,agent_2,"{'High': 'Water', 'Medium': 'Food', 'Low': 'Firewood'}","{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}","{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}",0
106-0_agent_1_desire,106-0,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
106-0_agent_2_desire,106-0,agent_2,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
106-1_agent_1_desire,106-1,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
106-1_agent_2_desire,106-1,agent_2,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
106-2_agent_1_desire,106-2,agent_1,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
106-2_agent_2_desire,106-2,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
106-3_agent_1_desire,106-3,agent_1,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
106-3_agent_2_desire,106-3,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'food', 'medium': 'firewood', 'low': 'water'}","{""high"":""food"",""medium"":""firewood"",""low"":""water""}",1
106-4_agent_1_desire,106-4,agent_1,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
106-4_agent_2_desire,106-4,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
107-0_agent_1_desire,107-0,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
107-0_agent_2_desire,107-0,agent_2,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
107-1_agent_1_desire,107-1,agent_1,"{'High': 'Water', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'water', 'medium': 'food', 'low': 'firewood'}","{""high"":""water"",""medium"":""food"",""low"":""firewood""}",0
107-1_agent_2_desire,107-1,agent_2,"{'High': 'Food', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}",1
107-2_agent_1_desire,107-2,agent_1,"{'High': 'Water', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}","{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}",0
107-2_agent_2_desire,107-2,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}","{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}",0
107-3_agent_1_desire,107-3,agent_1,"{'High': 'Water', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}","{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}",0
107-3_agent_2_desire,107-3,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'food', 'medium': 'water', 'low': 'firewood'}","{""high"":""food"",""medium"":""water"",""low"":""firewood""}",0
107-4_agent_1_desire,107-4,agent_1,"{'High': 'Water', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Water', 'medium': 'Firewood', 'low': 'Food'}","{""high"":""Water"",""medium"":""Firewood"",""low"":""Food""}",0
107-4_agent_2_desire,107-4,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'food', 'medium': 'water', 'low': 'firewood'}","{""high"":""food"",""medium"":""water"",""low"":""firewood""}",0
107-5_agent_1_desire,107-5,agent_1,"{'High': 'None', 'Medium': 'None', 'Low': 'None'}","{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}","{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}",0
107-5_agent_2_desire,107-5,agent_2,"{'High': 'Food', 'Medium': 'Firewood', 'Low': 'Water'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",1
108-0_agent_1_desire,108-0,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
108-0_agent_2_desire,108-0,agent_2,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
108-1_agent_1_desire,108-1,agent_1,"{'High': 'Food', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Food', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Food"",""medium"":""Not Given"",""low"":""Not Given""}",1
108-1_agent_2_desire,108-1,agent_2,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Firewood"",""medium"":""Not Given"",""low"":""Not Given""}",0
108-2_agent_1_desire,108-2,agent_1,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}","{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}",1
108-2_agent_2_desire,108-2,agent_2,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
108-3_agent_1_desire,108-3,agent_1,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}","{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}",1
108-3_agent_2_desire,108-3,agent_2,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
108-4_agent_1_desire,108-4,agent_1,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}","{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}",1
108-4_agent_2_desire,108-4,agent_2,"{'High': 'Firewood', 'Medium': 'Water', 'Low': 'Food'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
108-5_agent_1_desire,108-5,agent_1,"{'High': 'Food', 'Medium': 'Water', 'Low': 'Firewood'}","{'high': 'Food', 'medium': 'Water', 'low': 'Firewood'}","{""high"":""Food"",""medium"":""Water"",""low"":""Firewood""}",1
108-5_agent_2_desire,108-5,agent_2,"{'High': 'None', 'Medium': 'None', 'Low': 'None'}","{'high': 'Firewood', 'medium': 'Food', 'low': 'Water'}","{""high"":""Firewood"",""medium"":""Food"",""low"":""Water""}",0
109-0_agent_1_desire,109-0,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Not Given', 'medium': 'Not Given', 'low': 'Not Given'}","{""high"":""Not Given"",""medium"":""Not Given"",""low"":""Not Given""}",1
109-0_agent_2_desire,109-0,agent_2,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'firewood', 'medium': 'food', 'low': 'water'}","{""high"":""firewood"",""medium"":""food"",""low"":""water""}",1
109-1_agent_1_desire,109-1,agent_1,"{'High': 'Not Given', 'Medium': 'Not Given', 'Low': 'Not Given'}","{'high': 'Food', 'medium': 'Firewood', 'low': 'Water'}","{""high"":""Food"",""medium"":""Firewood"",""low"":""Water""}",0
109-1_agent_2_desire,109-1,agent_2,"{'High': 'Firewood', 'Medium': 'Food', 'Low': 'Water'}","{'high': 'firewood', 'medium': 'food', 'low': 'water'}","{""high"":""firewood"",""medium"":""food"",""low"":""water""}",1
109-2_agent_1_desire,109-2,agent_1,"{'High': 'Water', 'Medium': 'Food', 'Low': 'Firewood'}","{'high': 'Water', 'medium': 'Food', 'low': 'Firewood'}","{""high"":""Water"",""medium"":""Food"",""low"":""Firewood""}",1
